sample	experiment	comet_params	enzyme_regex	fasta	server
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_survey_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_3xHCD_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_2xIT_2xHCD_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_survey_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_3xHCD_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_2xIT_2xHCD_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_survey_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_3xHCD_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_2xIT_2xHCD_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_survey_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_3xHCD_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_2xIT_2xHCD_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_survey_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_3xHCD_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_2xIT_2xHCD_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_survey_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_3xHCD_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_2xIT_2xHCD_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_survey_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_3xHCD_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_2xIT_2xHCD_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_survey_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_3xHCD_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_2xIT_2xHCD_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_survey_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_3xHCD_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_2xIT_2xHCD_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_survey_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_3xHCD_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_2xIT_2xHCD_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_survey_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_3xHCD_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_2xIT_2xHCD_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_survey_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_3xHCD_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_2xIT_2xHCD_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_survey_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_3xHCD_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_2xIT_2xHCD_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_survey_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_3xHCD_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_2xIT_2xHCD_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
