sample	experiment	comet_params	enzyme_regex	fasta	server
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_survey_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_3xHCD_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GE1_3990_05_PTM_TrainKit_Rmod_Citrullin_200fmol_2xIT_2xHCD_R1	Rmod_Citrullin	comet_params/Rmod_Citrullin.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_survey_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_3xHCD_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD3_3991_09_PTM_TrainKit_Kmod_Ubiquitinyl_200fmol_2xIT_2xHCD_R1	Kmod_Ubiquitinyl	comet_params/Kmod_Ubiquitinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_survey_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_3xHCD_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GD2_3991_01_PTM_TrainKit_Kmod_Propionyl_200fmol_2xIT_2xHCD_R1	Kmod_Propionyl	comet_params/Kmod_Propionyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_survey_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_3xHCD_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GD1_3990_04_PTM_TrainKit_Rmod_Dimethyl_symm_200fmol_2xIT_2xHCD_R1	Rmod_Dimethyl_symm	comet_params/Rmod_Dimethyl_symm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_survey_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_3xHCD_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC3_3991_08_PTM_TrainKit_Kmod_Biotinyl_200fmol_2xIT_2xHCD_R1	Kmod_Biotinyl	comet_params/Kmod_Biotinyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_survey_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_3xHCD_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC2_3990_11_PTM_TrainKit_Kmod_Formyl_200fmol_2xIT_2xHCD_R1	Kmod_Formyl	comet_params/Kmod_Formyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_survey_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_3xHCD_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GC1_3990_03_PTM_TrainKit_Rmod_Dimethyl_asymm_200fmol_2xIT_2xHCD_R1	Rmod_Dimethyl_asymm	comet_params/Rmod_Dimethyl_asymm.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_survey_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_3xHCD_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GB3_3991_07_PTM_TrainKit_Kmod_Hydroxyisobutyryl_200fmol_2xIT_2xHCD_R1	Kmod_Hydroxyisobutyryl	comet_params/Kmod_Hydroxyisobutyryl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_survey_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_3xHCD_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB2_3990_10_PTM_TrainKit_Kmod_Trimethyl_200fmol_2xIT_2xHCD_R1	Kmod_Trimethyl	comet_params/Kmod_Trimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_survey_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_3xHCD_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GB1_3990_02_PTM_TrainKit_Rmod_Methyl_200fmol_2xIT_2xHCD_R1	Rmod_Methyl	comet_params/Rmod_Methyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_survey_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_3xHCD_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
# 02330a_GA3_3991_06_PTM_TrainKit_Kmod_Crotonyl_200fmol_2xIT_2xHCD_R1	Kmod_Crotonyl	comet_params/Kmod_Crotonyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_survey_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_3xHCD_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA2_3990_09_PTM_TrainKit_Kmod_Dimethyl_200fmol_2xIT_2xHCD_R1	Kmod_Dimethyl	comet_params/Kmod_Dimethyl.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_survey_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_3xHCD_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_GA1_3990_01_PTM_TrainKit_Rmod_Unmod_200fmol_2xIT_2xHCD_R1	Rmod_Unmod	comet_params/Rmod_Unmod.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_survey_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_3xHCD_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
02330a_BA4_4087_1_PTM_TrainKit_Ymod_Phospho_200fmol_2xIT_2xHCD_R1	Ymod_Phospho	comet_params/Ymod_Phospho.params.high_high	[KR]	fasta/proteometools_ptm_batch.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/06/PXD009449/
20161213_NGHF_DBJ_SA_Exp3A_HeLa_1ug_30min_15000_01	Human_Hela	comet_params/comet.params.high_high	[KR]	fasta/human_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/11/PXD006932
20200708_EXPL5_nLC3_DS_SA_HeLa_ProAlanase_IS_02	HelaProalanase	comet_params/comet.params.proalanase.high_high	[AP]	fasta/human_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD021191
QE1_150318_OPL4023_JC_TiOx_testis_phospho_0059_A	HumanTestisPhospho	comet_params/comet_phospho.params.high_high	[KR]	fasta/human_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD010246
01640c_BA1-Thermo_SRM_Pool_1_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_1_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BA1-Thermo_SRM_Pool_1_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_1_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BB2-Thermo_SRM_Pool_10_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_10_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BB2-Thermo_SRM_Pool_10_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_10_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BC2-Thermo_SRM_Pool_11_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_11_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BC2-Thermo_SRM_Pool_11_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_11_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BD2-Thermo_SRM_Pool_12_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_12_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BD2-Thermo_SRM_Pool_12_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_12_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BE2-Thermo_SRM_Pool_13_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_13_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BE2-Thermo_SRM_Pool_13_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_13_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BF2-Thermo_SRM_Pool_14_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_14_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BF2-Thermo_SRM_Pool_14_01_01-3xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_14_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
01640c_BG2-Thermo_SRM_Pool_15_01_01-2xIT_2xHCD-1h-R2	ProteomeToolsSRMP	comet_params/comet.params.high_high	[KR]	fasta/Thermo_SRM_Pool_15_contam.decoy.fasta	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732
